Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Best_Companies,Number_of_employees,MarketCap_March31_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated
346,Avis Budget Group,CAR,Retailing,"Automotive Retailing, Services",yes,no,no,yes,32,yes,no,no,no,no,21500,7689,11994,28.8,2764,115.1,25927,Joseph A. Ferraro,U.S.,Parsippany,NJ,www.avisbudgetgroup.com,Public,"Market value as of March 31, 2023.",7689,6/5/2023
347,Unum Group,UNM,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,-30,no,yes,no,no,no,10801,7805,11991,-0.2,1314,59.5,61435,Richard P. McKenney,U.S.,Chattanooga,TN,www.unum.com,Public,"Market value as of March 31, 2023.",7805,6/5/2023
348,Newmont,NEM,Energy,"Mining, Crude-Oil Production",no,no,no,yes,-40,no,yes,no,no,no,14600,38947,11915,-2.5,-429,-136.8,38482,Thomas R. Palmer,U.S.,Denver,CO,www.newmont.com,Public,"Market value as of March 31, 2023.",38947,6/5/2023
349,VF,VFC,Apparel,Apparel,yes,no,no,no,31,yes,no,no,no,no,27650,8904,11842,28.2,1387,240,13342,Bracken Darrell,U.S.,Denver,CO,www.vfc.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",8904,6/5/2023
350,Chesapeake Energy,CHK,Energy,"Mining, Crude-Oil Production",yes,no,no,no,185,yes,no,yes,no,no,1200,10244,11743,102.2,4936,,15468,Domenic J. Dell&#039;Osso Jr.,U.S.,Oklahoma City,OK,www.chk.com,Public,"Net income and earnings per share percent changes are not available due to emergence from bankruptcy and fresh-start accounting, Feb. 9, 2021. Market value as of March 31, 2023.",10244,6/5/2023
351,Mohawk Industries,MHK,Household Products,"Home Equipment, Furnishings",yes,no,no,no,-21,no,yes,no,no,no,40900,6368,11737,4.8,25,-97.6,14120,Jeffrey S. Lorberbaum,U.S.,Calhoun,GA,www.mohawkind.com,Public,"Market value as of March 31, 2023.",6368,6/5/2023
352,Markel,MKL,Financials,Insurance: Property and Casualty (Stock),no,no,no,yes,-63,no,yes,no,no,no,20900,17094,11675,-9.1,-214,-108.8,49791,Thomas S. Gayner,U.S.,Glen Allen,VA,www.markel.com,Public,"Market value as of March 31, 2023.",17094,6/5/2023
353,Expedia Group,EXPE,Retailing,Internet Services and Retailing,yes,no,no,yes,51,yes,no,no,no,no,16500,14879,11667,35.7,352,2833.3,21561,Peter M. Kern,U.S.,Seattle,WA,www.expediagroup.com,Public,"Market value as of March 31, 2023.",14879,6/5/2023
354,Caesars Entertainment,CZR,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",no,no,no,no,-19,no,yes,no,no,no,49000,10503,11647,4.8,-899,,33527,Thomas R. Reeg,U.S.,Reno,NV,www.caesars.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",10503,6/5/2023
355,United Rentals,URI,Business Services,Equipment Leasing,yes,no,no,yes,8,yes,no,no,no,no,24600,27460,11642,19.8,2105,51.9,24183,Matthew J. Flannery,U.S.,Stamford,CT,www.unitedrentals.com,Public,"Market value as of March 31, 2023.",27460,6/5/2023
356,Apollo Global Management,APO,Financials,Securities,no,yes,no,yes,30,yes,no,no,no,no,4258,36042,11627,27.4,-3213,-274.8,259333,Marc Rowan,U.S.,New York,NY,www.apollo.com,Public,"Market value as of March 31, 2023.",36042,6/5/2023
357,DaVita,DVA,Health Care,Health Care: Medical Facilities,yes,no,no,yes,-34,no,yes,no,no,no,70000,7332,11610,-0.1,560,-42.7,16928,Javier J. Rodriguez,U.S.,Denver,CO,www.davita.com,Public,"Market value as of March 31, 2023.",7332,6/5/2023
358,Hess,HES,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,89,yes,no,no,no,no,1623,40520,11570,52.6,2096,275,21695,John B. Hess,U.S.,New York,NY,www.hess.com,Public,"Market value as of March 31, 2023.",40520,6/5/2023
359,Fidelity National Financial,FNF,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,-121,no,yes,no,no,no,21759,9508,11556,-26.1,1136,-53.1,65589,Michael J. Nolan,U.S.,Jacksonville,FL,www.fnf.com,Public,"Market value as of March 31, 2023.",9508,6/5/2023
360,Conagra Brands,CAG,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,no,-29,no,yes,no,no,no,18000,17902,11536,3.1,888,-31.6,22435,Sean M. Connolly,U.S.,Chicago,IL,www.conagrabrands.com,Public,"Figures are for fiscal year ended May 31, 2022. Market value as of March 31, 2023.",17902,6/5/2023
361,Univar Solutions,,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,8,yes,no,no,no,no,9746,5521,11475,20.3,545,18.4,7146,David C. Jukes,U.S.,Downers Grove,IL,www.univarsolutions.com,Private,"Went private, Aug. 1, 2023. Market value as of March 31, 2023.",5521,6/5/2023
362,Auto-Owners Insurance,,Financials,Insurance: Property and Casualty (Mutual),no,no,no,yes,-23,no,yes,no,no,no,6733,,11407,3.9,-55,-104.1,33219,Jamie Whisnant,U.S.,Lansing,MI,www.auto-owners.com,Private,"Market value as of March 31, 2021.",,6/5/2023
363,Raymond James Financial,RJF,Financials,Securities,yes,no,no,yes,-7,no,yes,no,no,no,17000,20086,11308,14.1,1509,7.6,80951,Paul C. Reilly,U.S.,St. Petersburg,FL,www.raymondjames.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",20086,6/5/2023
364,Seaboard,SEB,"Food, Beverages & Tobacco",Food Production,yes,no,no,no,18,yes,no,no,no,no,12614,4376,11243,21.8,580,1.8,7902,Robert L. Steer,U.S.,Merriam,KS,www.seaboardcorp.com,Public,"Market value as of March 31, 2023.",4376,6/5/2023
365,CF Industries Holdings,CF,Chemicals,Chemicals,yes,no,no,no,127,yes,no,no,no,no,2659,14206,11186,71.1,3346,264.8,13313,W. Anthony Will,U.S.,Deerfield,IL,www.cfindustries.com,Public,"Market value as of March 31, 2023.",14206,6/5/2023
366,S&P Global,SPGI,Business Services,Financial Data Services,yes,no,no,yes,51,yes,no,no,no,no,39950,113066,11181,34.8,3248,7.4,61784,Douglas L. Peterson,U.S.,New York,NY,www.spglobal.com,Public,"Market value as of March 31, 2023.",113066,6/5/2023
367,W.R. Berkley,WRB,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,4,yes,no,no,no,no,8186,16402,11167,18.1,1381,35.1,33861,W. Robert Berkley Jr.,U.S.,Greenwich,CT,www.berkley.com,Public,"Market value as of March 31, 2023.",16402,6/5/2023
368,Advance Auto Parts,AAP,Retailing,Specialty Retailers: Other,yes,no,no,no,-31,no,yes,no,no,no,53500,7208,11155,1.4,502,-18.5,12019,Shane M. O’Kelly,U.S.,Raleigh,NC,www.advanceautoparts.com,Public,"Market value as of March 31, 2023.",7208,6/5/2023
369,EMCOR Group,EME,Engineering & Construction,Engineering & Construction,yes,no,no,yes,-12,no,yes,no,no,no,35500,7754,11076,11.8,406,5.9,5525,Anthony J. Guzzi,U.S.,Norwalk,CT,www.emcorgroup.com,Public,"Market value as of March 31, 2023.",7754,6/5/2023
370,Williams,WMB,Energy,Pipelines,yes,no,no,yes,-23,no,yes,no,no,no,5043,36394,10965,3.2,2049,35.1,48433,Alan S. Armstrong,U.S.,Tulsa,OK,www.williams.com,Public,"Market value as of March 31, 2023.",36394,6/5/2023
371,Interpublic Group,IPG,Business Services,"Advertising, marketing",yes,no,no,yes,-18,no,yes,no,no,no,58400,14341,10928,6.7,938,-1.6,18845,Philippe Krakowsky,U.S.,New York,NY,www.interpublic.com,Public,"Market value as of March 31, 2023.",14341,6/5/2023
372,TravelCenters of America,,Retailing,Specialty Retailers: Other,yes,no,no,yes,89,yes,no,no,no,no,17195,1306,10845,47.8,164,180.3,3653,Jonathan M. Pertchik,U.S.,Westlake,OH,www.ta-petro.com,Private,"Acquired by BP Products North America, a wholly owned indirect subsidiary of BP (U.K.), May 15, 2023. Excise taxes have been deducted. Market value as of March 31, 2023.",1306,6/5/2023
373,American Tower,AMT,Financials,Real estate,yes,no,no,yes,2,yes,no,no,no,no,6391,95150,10711,14.5,1766,-31.2,67195,Thomas A. Bartlett,U.S.,Boston,MA,www.americantower.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",95150,6/5/2023
374,Molson Coors Beverage,TAP,"Food, Beverages & Tobacco",Beverages,no,no,no,yes,-22,no,yes,no,no,no,16600,11360,10701,4.1,-175,-117.4,25868,Gavin D.K. Hattersley,U.S.,Chicago,IL,www.molsoncoors.com,Public,"Excise taxes have been deducted. Market value as of March 31, 2023.",11360,6/5/2023
375,Huntington Ingalls Industries,HII,Aerospace & Defense,Aerospace & Defense,yes,no,no,no,-5,no,yes,no,no,no,43000,8265,10676,12.1,579,6.4,10857,Christopher D. Kastner,U.S.,Newport News,VA,www.hii.com,Public,"Market value as of March 31, 2023.",8265,6/5/2023
376,NVR,NVR,Engineering & Construction,Homebuilders,yes,no,no,no,13,yes,no,no,no,no,6550,18096,10580,18,1726,39.5,5661,Eugene J. Bredow,U.S.,Reston,VA,www.nvrinc.com,Public,"Market value as of March 31, 2023.",18096,6/5/2023
377,Eastman Chemical,EMN,Chemicals,Chemicals,yes,no,no,yes,-28,no,yes,no,no,no,14500,10048,10580,1,793,-7.5,14667,Mark J. Costa,U.S.,Kingsport,TN,www.eastman.com,Public,"Market value as of March 31, 2023.",10048,6/5/2023
378,Graybar Electric,,Wholesalers,Wholesalers: Diversified,yes,no,yes,yes,21,yes,no,no,no,no,9400,,10534,20.2,453,72.6,3749,Kathleen M. Mazzarella,U.S.,St. Louis,MO,www.graybar.com,Private,"Figures are for the latest twelve months ended Sept. 30, 2022. Sources: Bloomberg; S&P Global.",,6/5/2023
379,Insight Enterprises,NSIT,Technology,Information Technology Services,yes,no,yes,yes,-6,no,yes,no,no,no,13448,4833,10431,10.5,281,27.9,5113,Joyce A. Mullen,U.S.,Chandler,AZ,www.insight.com,Public,"Market value as of March 31, 2023.",4833,6/5/2023
380,Hershey,HSY,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,yes,yes,8,yes,no,no,no,no,18970,51909,10419,16.1,1645,11.3,10949,Michele G. Buck,U.S.,Hershey,PA,www.thehersheycompany.com,Public,"Market value as of March 31, 2023.",51909,6/5/2023
381,News Corp.,NWSA,Media,"Publishing, Printing",yes,no,no,yes,-7,no,yes,no,no,no,25500,9972,10385,11,623,88.8,17221,Robert J. Thomson,U.S.,New York,NY,www.newscorp.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",9972,6/5/2023
382,Toll Brothers,TOL,Engineering & Construction,Homebuilders,yes,no,no,yes,15,yes,no,no,no,no,5200,6647,10276,16.9,1287,54.3,12289,Douglas C. Yearley Jr.,U.S.,Fort Washington,PA,www.tollbrothers.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",6647,6/5/2023
383,Ulta Beauty,ULTA,Retailing,Specialty Retailers: Other,yes,no,no,yes,19,yes,no,no,no,no,35750,27390,10209,18.3,1242,26,5370,David C. Kimbell,U.S.,Bolingbrook,IL,www.ulta.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",27390,6/5/2023
384,Assurant,AIZ,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,-59,no,yes,no,no,no,13700,6354,10193,-10.7,277,-79.7,33124,Keith W. Demmings,U.S.,Atlanta,GA,www.assurant.com,Public,"Market value as of March 31, 2023.",6354,6/5/2023
385,Weyerhaeuser,WY,Materials,Forest and Paper Products,yes,no,no,yes,-31,no,yes,no,no,no,9264,22082,10184,-0.2,1880,-27.9,17340,Devin W. Stockfish,U.S.,Seattle,WA,www.weyerhaeuser.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",22082,6/5/2023
386,Biogen,BIIB,Health Care,Pharmaceuticals,yes,no,no,no,-48,no,yes,no,no,no,8725,40171,10173,-7.4,3047,95.8,24554,Christopher A. Viehbacher,U.S.,Cambridge,MA,www.biogen.com,Public,"Market value as of March 31, 2023.",40171,6/5/2023
387,Dana,DAN,Motor Vehicles & Parts,Motor Vehicles & Parts,no,no,no,yes,4,yes,no,no,no,no,41800,2172,10156,13.5,-242,-222.8,7449,James K. Kamsickas,U.S.,Maumee,OH,www.dana.com,Public,"Market value as of March 31, 2023.",2172,6/5/2023
388,UGI,UGI,Energy,Utilities: Gas and Electric,yes,no,no,no,67,yes,no,no,no,no,10000,7284,10106,35.7,1073,-26.9,17575,Roger Perreault,U.S.,King of Prussia,PA,www.ugicorp.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",7284,6/5/2023
389,Chewy,CHWY,Retailing,Internet Services and Retailing,yes,no,no,no,5,yes,no,no,no,no,19400,15959,10099,13.6,49,,2515,Sumit Singh,U.S.,Plantation,FL,www.chewy.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",15959,6/5/2023
390,Owens & Minor,OMI,Health Care,Wholesalers: Health Care,yes,no,no,yes,-29,no,yes,no,no,no,22500,1109,9956,1.7,22,-89.9,5386,Edward A. Pesicka,U.S.,Mechanicsville,VA,www.owens-minor.com,Public,"Market value as of March 31, 2023.",1109,6/5/2023
391,Quest Diagnostics,DGX,Health Care,Health Care: Pharmacy and Other Services,yes,no,no,no,-49,no,yes,no,no,no,44500,15750,9883,-8.4,946,-52.6,12837,James E. Davis,U.S.,Secaucus,NJ,www.questdiagnostics.com,Public,"Market value as of March 31, 2023.",15750,6/5/2023
392,Public Service Enterprise Group,PEG,Energy,Utilities: Gas and Electric,yes,no,no,no,-30,no,yes,no,no,no,12525,31148,9800,0.8,1031,,48718,Ralph A. LaRossa,U.S.,Newark,NJ,www.pseg.com,Public,"Market value as of March 31, 2023.",31148,6/5/2023
393,eBay,EBAY,Technology,Internet Services and Retailing,no,no,no,yes,-92,no,yes,no,no,no,11600,23821,9795,-21,-1269,-109.3,20850,Jamie Iannone,U.S.,San Jose,CA,www.ebay.com,Public,"Market value as of March 31, 2023.",23821,6/5/2023
394,MasTec,MTZ,Engineering & Construction,Engineering & Construction,yes,no,no,yes,35,yes,no,no,no,no,32000,7441,9778,23,33,-89.9,9293,José R. Mas,U.S.,Coral Gables,FL,www.mastec.com,Public,"Market value as of March 31, 2023.",7441,6/5/2023
395,Owens Corning,OC,Materials,"Building Materials, Glass",yes,no,no,no,13,yes,no,no,no,no,19000,8697,9761,14.9,1241,24.7,10752,Brian D. Chambers,U.S.,Toledo,OH,www.owenscorning.com,Public,"Market value as of March 31, 2023.",8697,6/5/2023
396,Celanese,CE,Chemicals,Chemicals,yes,no,yes,yes,10,yes,no,no,no,no,13263,12068,9673,13.3,1894,0.2,26272,Lori J. Ryerkerk,U.S.,Irving,TX,www.celanese.com,Public,"Market value as of March 31, 2023.",12068,6/5/2023
397,Altice USA,ATUS,Telecommunications,Telecommunications,yes,no,no,yes,-42,no,yes,no,no,no,11000,1560,9648,-4.4,195,-80.4,33665,Dennis Mathew,U.S.,Long Island City,NY,www.alticeusa.com,Public,"Market value as of March 31, 2023.",1560,6/5/2023
398,Alaska Air Group,ALK,Transportation,Airlines,yes,no,no,yes,116,yes,no,yes,no,no,24196,5348,9646,56.2,58,-87.9,14186,Benito Minicucci,U.S.,Seattle,WA,www.alaskaair.com,Public,"Market value as of March 31, 2023.",5348,6/5/2023
399,SpartanNash,SPTN,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,yes,-7,no,yes,no,no,no,14000,870,9643,8,35,-53.2,2307,Tony B. Sarsam,U.S.,Byron Center,MI,www.spartannash.com,Public,"Market value as of March 31, 2023.",870,6/5/2023
400,Diamondback Energy,FANG,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,79,yes,no,no,no,no,972,24816,9643,41.9,4386,101,26209,Travis D. Stice,U.S.,Midland,TX,www.diamondbackenergy.com,Public,"Market value as of March 31, 2023.",24816,6/5/2023
401,Intercontinental Exchange,ICE,Financials,Securities,yes,yes,no,yes,-17,no,yes,no,no,no,8911,58372,9636,5.1,1446,-64.4,194338,Jeffrey C. Sprecher,U.S.,Atlanta,GA,www.ice.com,Public,"Market value as of March 31, 2023.",58372,6/5/2023
402,Darden Restaurants,DRI,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,63,yes,no,no,no,no,178956,18884,9630,33.8,953,51.4,10136,Ricardo Cardenas,U.S.,Orlando,FL,www.darden.com,Public,"Figures are for fiscal year ended May 31, 2022. Market value as of March 31, 2023.",18884,6/5/2023
403,UFP Industries,UFPI,Materials,"Building Materials, Glass",yes,no,no,yes,-2,no,yes,no,no,no,15500,4964,9627,11.5,693,29.3,3672,Matthew J. Missad,U.S.,Grand Rapids,MI,www.ufpi.com,Public,"Market value as of March 31, 2023.",4964,6/5/2023
404,WEC Energy Group,WEC,Energy,Utilities: Gas and Electric,yes,no,no,yes,12,yes,no,no,no,no,7022,29900,9597,15.4,1408,8.3,41872,Scott J. Lauber,U.S.,Milwaukee,WI,www.wecenergygroup.com,Public,"Market value as of March 31, 2023.",29900,6/5/2023
405,Yum China Holdings,YUMC,"Hotels, Restaurants & Leisure",Food Services,yes,no,yes,no,-46,no,yes,no,no,no,275500,26517,9569,-2.9,442,-55.4,11826,Joey Wat,U.S.,Plano,TX,ir.yumchina.com,Public,"Market value as of March 31, 2023.",26517,6/5/2023
406,EnLink Midstream,ENLC,Energy,Pipelines,yes,no,no,yes,79,yes,no,no,no,no,1132,5102,9542,42.7,361,1512.9,8651,Jesse Arenivas,U.S.,Dallas,TX,www.enlink.com,Public,"A limited liability company. Market value as of March 31, 2023.",5102,6/5/2023
407,Continental Resources,CLR,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,137,yes,no,yes,no,no,1404,,9474,65.6,4025,142.3,20878,Doug Lawler,U.S.,Oklahoma City,OK,www.clr.com,Private,"Went private, Nov. 22, 2022.",22342,6/5/2023
408,Newell Brands,NWL,Household Products,"Home Equipment, Furnishings",yes,no,no,no,-60,no,yes,no,no,no,28000,5145,9459,-10.7,197,-65.6,13262,Christopher H. Peterson,U.S.,Atlanta,GA,www.newellbrands.com,Public,"Market value as of March 31, 2023.",5145,6/5/2023
409,Graphic Packaging Holding,GPK,Materials,"Packaging, Containers",yes,no,no,no,57,yes,no,no,no,no,24000,7829,9440,31.9,522,155.9,10328,Michael P. Doss,U.S.,Atlanta,GA,www.graphicpkg.com,Public,"Market value as of March 31, 2023.",7829,6/5/2023
410,Olin,OLN,Chemicals,Chemicals,yes,no,no,yes,-17,no,yes,no,no,no,7780,7263,9376,5.2,1327,2.3,8044,Scott M. Sutton,U.S.,Clayton,MO,www.olin.com,Public,"Market value as of March 31, 2023.",7263,6/5/2023
411,Fifth Third Bancorp,FITB,Financials,Commercial Banks,yes,no,no,yes,4,yes,no,no,no,no,19319,18143,9353,12.3,2446,-11.7,207452,Timothy N. Spence,U.S.,Cincinnati,OH,www.53.com,Public,"Market value as of March 31, 2023.",18143,6/5/2023
412,Thrivent Financial for Lutherans,,Financials,"Insurance: Life, Health (Mutual)",yes,no,yes,yes,-61,no,yes,no,no,no,3692,,9347,-9.4,1085,-57.1,110100,Teresa J. Rasmussen,U.S.,Minneapolis,MN,www.thrivent.com,Private,"Not a mutual company, but reports financial data according to statutory accounting.",,6/5/2023
413,CenterPoint Energy,CNP,Energy,Utilities: Gas and Electric,yes,no,no,no,1,yes,no,no,no,no,8986,18589,9321,11.6,1057,-28.9,38546,David J. Lesar,U.S.,Houston,TX,www.centerpointenergy.com,Public,"Market value as of March 31, 2023.",18589,6/5/2023
414,Erie Insurance Group,,Financials,Insurance: Property and Casualty (Mutual),no,no,no,yes,-46,no,yes,no,no,no,5997,,9296,-3.4,-577,-151.1,26598,Timothy G. NeCastro,U.S.,Erie,PA,www.erieinsurance.com,Private,Consists of a nonpublic reciprocal insurer and a publicly held management company.,,6/5/2023
415,CommScope Holding,COMM,Technology,Network and Other Communications Equipment,no,no,no,no,-10,no,yes,no,no,no,30000,1336,9228,7.5,-1287,,11685,Charles L. Treadway,U.S.,Hickory,NC,www.commscope.com,Public,"Market value as of March 31, 2023.",1336,6/5/2023
416,KLA,KLAC,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,58,yes,no,no,no,no,14140,55277,9212,33.1,3322,59.8,12597,Richard P. Wallace,U.S.,Milpitas,CA,www.kla.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",55277,6/5/2023
417,JetBlue Airways,JBLU,Transportation,Airlines,no,no,no,yes,106,yes,no,yes,no,no,18785,2383,9158,51.7,-362,,13045,Robin Hayes,U.S.,Long Island City,NY,www.jetblue.com,Public,"Market value as of March 31, 2023.",2383,6/5/2023
418,Motorola Solutions,MSI,Technology,Network and Other Communications Equipment,yes,no,no,yes,5,yes,no,no,no,no,20000,47917,9112,11.5,1363,9.5,12814,Gregory Q. Brown,U.S.,Chicago,IL,www.motorolasolutions.com,Public,"Market value as of March 31, 2023.",47917,6/5/2023
419,Citizens Financial Group,CFG,Financials,Commercial Banks,yes,no,no,yes,54,yes,no,no,no,no,18889,14709,9069,29.8,2073,-10.6,226733,Bruce W. Van Saun,U.S.,Providence,RI,www.citizensbank.com,Public,"Market value as of March 31, 2023.",14709,6/5/2023
420,Coterra Energy,CTRA,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,342,yes,no,yes,no,no,1225,18786,9051,162.4,4065,251,20154,Thomas E. Jorden,U.S.,Houston,TX,www.coterra.com,Public,"Market value as of March 31, 2023.",18786,6/5/2023
421,Avery Dennison,AVY,Materials,"Packaging, Containers",yes,no,no,no,-9,no,yes,no,no,no,36000,14513,9039,7.5,757,2.3,7951,Deon Stander,U.S.,Mentor,OH,www.averydennison.com,Public,"Market value as of March 31, 2023.",14513,6/5/2023
422,PVH,PVH,Apparel,Apparel,yes,no,no,no,-37,no,yes,no,no,no,25000,5592,9024,-1.4,200,-79,11768,Stefan Larsson,U.S.,New York,NY,www.pvh.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",5592,6/5/2023
423,GXO Logistics,GXO,Transportation,Transportation and Logistics,yes,no,no,yes,7,yes,no,no,no,no,112000,5993,8993,13.3,197,28.8,9219,Malcolm Wilson,U.S.,Greenwich,CT,www.gxo.com,Public,"Market value as of March 31, 2023.",5993,6/5/2023
